spot,公園,博物館,校園,露營,遊樂園,園區,親子,廟宇,老街,歷史,藝術,觀光工廠,景觀,溫泉,農場,餐廳,美食,夜景,夜市,咖啡廳,展覽,車站,花海,拍照,步道,自然,寵物,異國,情侶
國立臺北大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣師範大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
國立臺灣藝術大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
輔仁大學,0.1,0,0.1,0,0,0,0.3,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0
淡江大學,0.038095238,0.057142857,0.038095238,0.00952381,0.00952381,0,0.076190476,0.038095238,0.066666667,0.066666667,0.057142857,0,0.057142857,0.038095238,0,0.057142857,0.057142857,0.019047619,0.019047619,0.047619048,0.019047619,0.038095238,0.047619048,0.028571429,0.019047619,0.066666667,0,0.019047619,0.00952381
真理大學,0.034482759,0.045977011,0.034482759,0.011494253,0,0.011494253,0.068965517,0.034482759,0.091954023,0.137931034,0.057471264,0,0.045977011,0.022988506,0,0.08045977,0.045977011,0.011494253,0,0.011494253,0,0.045977011,0.045977011,0.045977011,0,0.034482759,0,0.057471264,0.022988506
華梵大學,0.071428571,0,0.142857143,0,0.071428571,0,0,0.071428571,0.071428571,0.071428571,0,0,0.142857143,0,0,0,0,0,0,0,0,0.071428571,0,0,0.214285714,0.071428571,0,0,0
法鼓文理學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
明志科技大學,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0
聖約翰科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
東南科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
醒吾科技大學,0,0,0,0,0,0,0.222222222,0,0,0.111111111,0.111111111,0.111111111,0,0,0,0.111111111,0.111111111,0,0,0,0,0.111111111,0,0,0,0,0,0.111111111,0
致理科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
景文科技大學,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
華夏科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
德霖科技大學,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0
亞東技術學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黎明技術學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
台北海洋科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
馬偕醫學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
耕莘健康管理專科學校,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
馬偕醫護管理專科學校,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺北基督學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
輔仁聖博敏神學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
靈糧教牧宣教神學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天主教臺灣總修院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
法鼓山僧伽大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立空中大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立中央大學,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0
國立體育大學,0.142857143,0,0,0,0,0,0,0,0.142857143,0,0,0.142857143,0,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0,0,0,0,0,0,0
國立臺灣海洋大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中原大學,0,0,0.05,0,0,0,0.1,0,0,0,0,0.05,0.05,0.05,0,0.05,0.15,0,0.15,0.05,0,0.05,0.1,0.05,0.1,0,0,0,0
長庚大學,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0
元智大學,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.142857143,0,0,0,0,0,0.142857143,0.142857143,0,0,0
開南大學,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.285714286,0,0.142857143,0,0,0,0.142857143
銘傳大學,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0
國立臺北商業大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺北科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
健行科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龍華科技大學,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
萬能科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長庚科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南亞技術學院,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0
新生醫護管理專科學校,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國防大學,0.142857143,0,0,0,0,0,0.285714286,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0.142857143,0,0,0,0,0.142857143,0.142857143,0,0,0
陸軍專科學校,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陸軍後勤訓練中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陸軍通信電子資訊訓練中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陸軍化生放核訓練中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中央警察大學,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
聖德基督學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
基督教拓荒宣教神學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
圓光佛學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中華福音神學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣大學,0.1,0,0.1,0,0,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0.1,0
國立政治大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺北教育大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺北市立大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立陽明大學,0.055555556,0,0.111111111,0,0,0,0.055555556,0.055555556,0,0.055555556,0.055555556,0,0.111111111,0,0,0.055555556,0.055555556,0,0.055555556,0,0,0,0.055555556,0.111111111,0.111111111,0.055555556,0,0,0
國立臺北藝術大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣戲曲學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺北護理健康大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
復興崗校區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國防醫學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
醫學院,0.085714286,0.028571429,0.057142857,0,0,0,0.028571429,0.085714286,0,0.142857143,0.028571429,0,0.057142857,0,0.028571429,0.028571429,0.057142857,0,0.057142857,0.028571429,0.028571429,0,0.057142857,0.028571429,0.085714286,0.057142857,0,0.028571429,0
臺灣警察專科學校,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
崇右影藝科技大學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
經國管理暨健康學院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
佛光大學,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0.125,0,0.125,0,0,0.125,0,0,0.125,0,0,0.125,0.125,0,0,0
國立宜蘭大學,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0
蘭陽技術學院,0.142857143,0,0,0,0,0,0.142857143,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0.142857143,0,0,0,0
馬場町紀念公園,0.19047619,0,0,0.047619048,0,0,0,0,0,0.142857143,0.095238095,0,0.095238095,0,0,0,0,0.047619048,0,0,0,0.095238095,0.142857143,0.047619048,0.047619048,0,0,0.047619048,0
錦町日式宿舍群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
七星山系-坪頂古圳親山步道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
成功高中 蝴蝶宮‧昆蟲科學博物館,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
艋舺服飾商圈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
象山公園,0.075757576,0.045454545,0,0.03030303,0.015151515,0.015151515,0.196969697,0.03030303,0.03030303,0.015151515,0.015151515,0,0.045454545,0.015151515,0,0.03030303,0.075757576,0.03030303,0.015151515,0.03030303,0.015151515,0.03030303,0.03030303,0.03030303,0.060606061,0.03030303,0.015151515,0.045454545,0.03030303
淡水鄞山寺,0.111111111,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0.111111111,0,0,0
Art Space 金魚空間,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西昌街觀光夜市,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0
糖?文化園區,0.045454545,0.045454545,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0.045454545,0,0.045454545,0.090909091,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545
台北霞海城隍廟,0.040816327,0.040816327,0,0,0.020408163,0.020408163,0.102040816,0.081632653,0.040816327,0.06122449,0.020408163,0,0.040816327,0.040816327,0,0.06122449,0.12244898,0,0.020408163,0.081632653,0.020408163,0,0.040816327,0.06122449,0,0.040816327,0,0.040816327,0
十分老街,0.073333333,0.026666667,0.013333333,0.006666667,0.033333333,0.013333333,0.053333333,0.04,0.126666667,0.033333333,0.02,0,0.066666667,0.026666667,0.006666667,0.033333333,0.073333333,0.033333333,0.013333333,0.006666667,0.013333333,0.093333333,0.046666667,0.02,0.046666667,0.046666667,0,0.006666667,0.026666667
華山1914文化創意產業園區,0.040816327,0.040816327,0,0,0.020408163,0.081632653,0.102040816,0.020408163,0.020408163,0.040816327,0.040816327,0,0.020408163,0.040816327,0,0.06122449,0.081632653,0.020408163,0.020408163,0.040816327,0.081632653,0.020408163,0.040816327,0.040816327,0.020408163,0.040816327,0.020408163,0.020408163,0.020408163
寶藏巖,0.043859649,0.039473684,0.00877193,0.01754386,0.021929825,0.021929825,0.092105263,0.01754386,0.030701754,0.061403509,0.074561404,0.004385965,0.043859649,0.026315789,0.004385965,0.057017544,0.100877193,0.026315789,0.01754386,0.035087719,0.048245614,0.035087719,0.030701754,0.01754386,0.013157895,0.026315789,0.00877193,0.039473684,0.035087719
紀州庵文學森林,0.065789474,0.026315789,0,0.013157895,0.026315789,0.013157895,0.039473684,0.013157895,0.039473684,0.052631579,0.039473684,0.013157895,0.052631579,0.026315789,0.013157895,0.065789474,0.131578947,0.052631579,0.039473684,0.013157895,0.039473684,0.052631579,0.013157895,0.013157895,0.026315789,0.065789474,0.013157895,0,0.039473684
芝山巖惠濟宮,0,0,0,0,0,0,0,0.333333333,0,0.166666667,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0,0
二子坪步道,0.091743119,0.009174312,0.009174312,0.009174312,0.009174312,0,0.055045872,0.04587156,0.009174312,0.036697248,0.009174312,0,0.100917431,0.018348624,0.036697248,0.027522936,0.036697248,0.018348624,0.009174312,0.018348624,0.018348624,0.027522936,0.091743119,0.04587156,0.119266055,0.100917431,0,0.018348624,0.027522936
大稻埕戲苑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天母白屋,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
碧山巖開漳聖王廟,0.076923077,0.019230769,0.019230769,0.019230769,0.019230769,0,0.057692308,0.134615385,0.019230769,0.019230769,0.038461538,0,0.057692308,0.019230769,0,0.019230769,0.038461538,0.019230769,0.019230769,0.019230769,0.019230769,0.038461538,0.115384615,0,0.115384615,0.057692308,0,0.019230769,0.019230769
蒲添生故居,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新北市市民廣場,0.05,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0.2,0.05,0,0,0,0.2,0.1,0.1,0.05,0.05,0,0.05,0
寧夏觀光夜市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
五指山系-金面山親山步道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北投圖書館,0.0625,0.058333333,0.008333333,0.016666667,0.025,0.025,0.066666667,0.020833333,0.033333333,0.045833333,0.033333333,0,0.0375,0.0625,0,0.041666667,0.083333333,0.033333333,0.025,0.041666667,0.029166667,0.05,0.041666667,0.025,0.025,0.029166667,0.008333333,0.025,0.045833333
新富町文化市場,0.03539823,0.026548673,0,0.008849558,0.017699115,0.026548673,0.079646018,0.008849558,0.03539823,0.07079646,0.044247788,0,0.017699115,0.026548673,0,0.044247788,0.123893805,0.008849558,0.03539823,0.061946903,0.044247788,0.026548673,0.044247788,0.053097345,0.026548673,0.044247788,0.008849558,0.053097345,0.026548673
後火車站商圈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0
五分埔-成衣街,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南港茶葉製造示範場,0.055555556,0.055555556,0,0,0,0,0.111111111,0.055555556,0,0.111111111,0,0,0.166666667,0,0.055555556,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.055555556,0
中山基督長老教會,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松山文創園區,0.040540541,0.033783784,0.006756757,0,0.013513514,0.108108108,0.101351351,0.013513514,0.02027027,0.067567568,0.040540541,0.006756757,0.02027027,0.02027027,0,0.054054054,0.067567568,0.013513514,0.027027027,0.02027027,0.081081081,0.033783784,0.040540541,0.047297297,0.006756757,0.033783784,0,0.040540541,0.040540541
烏來瀑布‧空中纜車,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三峽染工坊,0.142857143,0.142857143,0,0,0,0,0.142857143,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,0,0,0,0,0,0,0,0.142857143,0,0,0,0
紫藤咖啡園,0.051546392,0.020618557,0.010309278,0.010309278,0.010309278,0,0.06185567,0.030927835,0.030927835,0.020618557,0.010309278,0,0.051546392,0.020618557,0,0.051546392,0.072164948,0.030927835,0.030927835,0.051546392,0.020618557,0.020618557,0.12371134,0.041237113,0.06185567,0.041237113,0.020618557,0.051546392,0.051546392
和平青草園(原萬華402號公園),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
關渡水岸公園,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
士林觀光夜市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中油藝廊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
華江雁鴨自然公園,0.1875,0,0,0,0,0,0,0.125,0.0625,0.0625,0,0,0.0625,0,0,0,0.0625,0,0.0625,0,0,0.0625,0,0.0625,0.0625,0.1875,0,0,0
牯嶺街小劇場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
林安泰古厝民俗文物館,0.06313416,0.060879369,0,0.058624577,0.002254791,0.058624577,0.098083427,0,0.058624577,0.004509583,0.018038331,0,0.058624577,0.004509583,0.003382187,0.059751973,0.074408117,0.057497182,0.003382187,0.058624577,0.003382187,0.059751973,0.064261556,0.022547914,0.011273957,0.009019166,0.002254791,0.073280722,0.011273957
臺北松山機場觀景台,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
美麗華百樂園,0.090909091,0.03030303,0,0,0.03030303,0,0.181818182,0.03030303,0.060606061,0.060606061,0.060606061,0,0.060606061,0.03030303,0,0,0.060606061,0,0.03030303,0.03030303,0.03030303,0.03030303,0.060606061,0.060606061,0.03030303,0,0.03030303,0,0
牛伯伯螢火蟲生態園區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
郊山友台URS27M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
內湖復育園區,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0
大院子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南門-麗正門,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
捷運中山站街區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
遼寧街夜市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
建成圓環,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.363636364,0.090909091,0.181818182,0,0,0,0.090909091,0,0,0,0,0,0
大臺北都會公園_幸福水漾公園,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蔣渭水紀念公園,0.045454545,0.045454545,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0.045454545,0,0.045454545,0.090909091,0.045454545,0.045454545,0.045454545,0.045454545,0.045454545,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545
南門町三二三,0.033333333,0.033333333,0.016666667,0.016666667,0.066666667,0.016666667,0.066666667,0.016666667,0.033333333,0.033333333,0.05,0,0.05,0.033333333,0,0.033333333,0.083333333,0.033333333,0.05,0.033333333,0.05,0.033333333,0.05,0,0.05,0.05,0.016666667,0.016666667,0.033333333
北投公民會館,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西門町徒步區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
總統府,0.084656085,0.037037037,0.021164021,0,0.015873016,0.010582011,0.079365079,0.042328042,0.021164021,0.116402116,0.026455026,0,0.058201058,0.010582011,0.005291005,0.021164021,0.047619048,0.021164021,0.015873016,0.005291005,0.058201058,0.042328042,0.058201058,0.058201058,0.052910053,0.021164021,0.005291005,0.037037037,0.026455026
南港山系-南港山縱走親山步道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小南門,0.043478261,0.052173913,0.008695652,0.017391304,0.026086957,0.017391304,0.069565217,0.017391304,0.034782609,0.060869565,0.052173913,0.017391304,0.052173913,0.034782609,0,0.043478261,0.069565217,0.026086957,0.026086957,0.034782609,0.043478261,0.052173913,0.043478261,0.008695652,0.034782609,0.034782609,0.026086957,0.026086957,0.026086957
微風運河,0.1875,0,0,0,0,0,0.0625,0.0625,0,0,0.0625,0,0.15625,0,0,0,0,0,0,0,0,0,0.09375,0.125,0.0625,0.125,0.03125,0,0.03125
後火車站-飾品街,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南機場夜市,0.038461538,0.038461538,0.012820513,0.012820513,0.038461538,0.025641026,0.064102564,0.012820513,0.038461538,0.051282051,0.038461538,0,0.025641026,0.038461538,0,0.038461538,0.076923077,0.038461538,0.051282051,0.038461538,0.038461538,0.038461538,0.064102564,0.012820513,0.038461538,0.038461538,0.012820513,0.025641026,0.051282051
臺北數位藝術中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
實踐大學,0.047619048,0.047619048,0.047619048,0,0,0,0,0.047619048,0.047619048,0,0,0,0.047619048,0,0,0.047619048,0.095238095,0,0.047619048,0,0,0,0.047619048,0.047619048,0.095238095,0.142857143,0,0.095238095,0.095238095
清水巖祖師廟,0.038461538,0,0,0,0,0,0.038461538,0.346153846,0.038461538,0.192307692,0.076923077,0,0,0,0,0,0.076923077,0,0,0,0,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0,0,0
大屯山系-忠義山親山步道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大龍街夜市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新北投車站,0.064516129,0.051612903,0.006451613,0.019354839,0.019354839,0.032258065,0.070967742,0.012903226,0.038709677,0.038709677,0.025806452,0,0.032258065,0.058064516,0,0.04516129,0.090322581,0.032258065,0.019354839,0.038709677,0.032258065,0.064516129,0.04516129,0.025806452,0.019354839,0.019354839,0.006451613,0.032258065,0.058064516
兩廳院_國家戲劇院_國家音樂廳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龍安坡黃宅濂讓居,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國立臺灣藝術教育館,0,0.111111111,0,0,0,0,0.111111111,0,0,0.111111111,0.111111111,0,0.111111111,0,0,0,0,0,0,0,0,0,0.111111111,0.111111111,0.111111111,0.111111111,0,0,0
看到藝術,0.055555556,0,0,0,0,0,0.111111111,0,0,0.055555556,0.166666667,0,0,0,0,0,0.111111111,0,0,0,0.111111111,0.055555556,0.111111111,0.055555556,0.055555556,0,0.055555556,0.055555556,0
左岸公園,0.136363636,0.045454545,0,0,0,0,0.045454545,0.090909091,0.045454545,0,0,0,0.136363636,0,0.045454545,0.045454545,0.090909091,0,0,0,0,0.045454545,0,0.045454545,0.136363636,0.090909091,0,0,0
濟南教會,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
台北探索館,0.041666667,0.0625,0,0,0.020833333,0.041666667,0.083333333,0.020833333,0.020833333,0.083333333,0.041666667,0.020833333,0.020833333,0.041666667,0,0.0625,0.0625,0.020833333,0.020833333,0.020833333,0.0625,0.083333333,0,0.020833333,0.041666667,0.020833333,0.020833333,0.041666667,0.020833333
敦安公園,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
臺北典藏植物園,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大稻埕碼頭,0.069767442,0.03255814,0,0.009302326,0.013953488,0.018604651,0.069767442,0.037209302,0.03255814,0.065116279,0.037209302,0.004651163,0.069767442,0.023255814,0,0.037209302,0.08372093,0.018604651,0.03255814,0.03255814,0.03255814,0.03255814,0.037209302,0.037209302,0.018604651,0.060465116,0.018604651,0.041860465,0.03255814
市長官邸藝文沙龍,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0
桂花吊橋步道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
