spot,公園,博物館,校園,露營,遊樂園,園區,親子,廟宇,老街,歷史,藝術,觀光工廠,景觀,溫泉,農場,餐廳,美食,夜景,夜市,咖啡廳,展覽,車站,花海,拍照,步道,自然,寵物,異國,情侶
國軍歷史文物館,0,0.25,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
饒河街觀光夜市,0,0,0.083333333,0,0,0,0,0.083333333,0,0.166666667,0,0,0.083333333,0.083333333,0,0,0,0,0.166666667,0,0,0.166666667,0,0.083333333,0,0,0,0,0.083333333
凱達格蘭文化館,0.080645161,0.064516129,0,0.016129032,0.032258065,0.032258065,0.080645161,0.016129032,0.032258065,0.064516129,0.064516129,0,0.048387097,0.080645161,0,0.032258065,0.064516129,0.032258065,0.016129032,0.048387097,0.016129032,0.032258065,0.016129032,0.016129032,0.032258065,0.032258065,0.016129032,0.016129032,0.016129032
臺北市立美術館,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松山慈祐宮,0,0,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0.142857143,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,0,0.142857143,0,0,0,0,0
臺北愛樂暨梅哲音樂文化館,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
吉慶聖誕巷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
碧潭風景區,0.056179775,0.04494382,0,0,0.02247191,0.02247191,0.06741573,0.02247191,0.02247191,0.078651685,0.033707865,0,0.056179775,0.04494382,0,0.033707865,0.06741573,0.033707865,0.02247191,0.033707865,0.02247191,0.011235955,0.056179775,0.02247191,0.056179775,0.056179775,0.02247191,0.033707865,0.056179775
廣州街觀光夜市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
艋舺龍山寺,0.045454545,0.022727273,0,0,0,0,0.045454545,0.340909091,0.068181818,0.181818182,0.090909091,0,0,0,0,0,0.068181818,0,0.045454545,0,0,0.022727273,0,0.022727273,0.022727273,0.022727273,0,0,0
慈音休閒農莊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北投文物館,0.125,0.0625,0,0,0,0,0.0625,0.0625,0,0.1875,0.0625,0,0.0625,0.1875,0,0,0,0,0,0,0.125,0,0,0,0,0.0625,0,0,0
樹火紀念紙博物館,0.064516129,0.064516129,0,0,0.032258065,0.032258065,0.129032258,0,0.032258065,0.064516129,0.064516129,0,0.032258065,0.032258065,0,0.032258065,0.064516129,0.032258065,0.032258065,0.032258065,0.064516129,0.032258065,0,0.032258065,0.032258065,0.032258065,0.032258065,0,0.032258065
袖珍博物館,0.051282051,0.076923077,0,0,0.051282051,0.025641026,0.102564103,0.025641026,0.025641026,0.051282051,0.076923077,0,0.051282051,0.051282051,0,0.025641026,0.076923077,0.025641026,0.025641026,0.051282051,0.025641026,0.025641026,0,0.025641026,0.025641026,0.025641026,0.051282051,0,0.025641026
復興三路櫻花隧道,0.043478261,0,0,0,0,0,0.043478261,0.130434783,0,0.043478261,0,0,0.086956522,0,0.043478261,0,0,0.043478261,0,0,0,0.043478261,0.304347826,0.043478261,0.173913043,0,0,0,0
慈諴宮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0
建國假日玉市,0.285714286,0.142857143,0,0,0,0,0.142857143,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0.142857143
迪化街店屋,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
逸仙公園,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
信義公民會館暨眷村文化公園_四四南村,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
非畫廊Beyond Gallery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
猴硐貓村,0.045454545,0.060606061,0.015151515,0,0.015151515,0.03030303,0.075757576,0.045454545,0.045454545,0.045454545,0.015151515,0,0.060606061,0.03030303,0,0.03030303,0.075757576,0.045454545,0.03030303,0.015151515,0.03030303,0.060606061,0.015151515,0.045454545,0.03030303,0.03030303,0.015151515,0.03030303,0.060606061
野柳地質公園,0.106382979,0.021276596,0.002659574,0.002659574,0.010638298,0.005319149,0.063829787,0.010638298,0.037234043,0.031914894,0.015957447,0.005319149,0.074468085,0.039893617,0.005319149,0.053191489,0.111702128,0.018617021,0.029255319,0.029255319,0.026595745,0.055851064,0.029255319,0.055851064,0.04787234,0.055851064,0.002659574,0.013297872,0.037234043
三貂嶺瀑布步道,0.055555556,0,0.055555556,0,0,0,0.055555556,0.111111111,0,0.055555556,0.055555556,0,0.111111111,0,0,0,0,0,0,0,0,0.166666667,0.055555556,0.055555556,0.166666667,0.055555556,0,0,0
新月橋,0.06993007,0.027972028,0.006993007,0.013986014,0.013986014,0.006993007,0.06993007,0.055944056,0.055944056,0.034965035,0.034965035,0.013986014,0.083916084,0.013986014,0.006993007,0.020979021,0.048951049,0.034965035,0.027972028,0.006993007,0.034965035,0.055944056,0.06993007,0.013986014,0.06993007,0.034965035,0.006993007,0.013986014,0.048951049
不厭亭,0.047619048,0.023809524,0.007936508,0,0.007936508,0.015873016,0.055555556,0.103174603,0.047619048,0.047619048,0.015873016,0,0.071428571,0.023809524,0.007936508,0.03968254,0.063492063,0.023809524,0.007936508,0.007936508,0.015873016,0.095238095,0.055555556,0.023809524,0.103174603,0.031746032,0.015873016,0.007936508,0.031746032
龜吼漁港,0.1,0,0,0,0,0,0.1,0,0.042857143,0.028571429,0.028571429,0.028571429,0.057142857,0.071428571,0,0.071428571,0.042857143,0.014285714,0.014285714,0,0,0.071428571,0,0.071428571,0.1,0.071428571,0,0,0.085714286
水湳洞十三層遺址,0.071428571,0.071428571,0,0,0,0,0.071428571,0,0,0.071428571,0,0,0,0.071428571,0,0,0.142857143,0,0.071428571,0,0,0.071428571,0,0.071428571,0.071428571,0.071428571,0,0,0.142857143
黃金瀑布,0.065851364,0.061147695,0.001881468,0.048918156,0.001881468,0.04985889,0.088428975,0.00752587,0.061147695,0.011288805,0.019755409,0,0.067732832,0.006585136,0.002822201,0.056444026,0.074317968,0.050799624,0.006585136,0.04985889,0.005644403,0.059266228,0.05738476,0.025399812,0.023518344,0.012229539,0.002822201,0.067732832,0.013170273
烏來觀光台車,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0
鼻頭角步道,0.131313131,0.01010101,0.04040404,0,0,0,0.02020202,0.070707071,0.01010101,0.02020202,0,0,0.141414141,0,0,0.01010101,0.02020202,0.01010101,0,0,0,0.080808081,0.04040404,0.070707071,0.191919192,0.121212121,0,0.01010101,0
小白宮(新北市立淡水古蹟博物館),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
無耳茶壺山步道,0.090909091,0,0,0,0,0,0,0.090909091,0.090909091,0.090909091,0,0,0.090909091,0,0,0,0.181818182,0,0,0,0,0.090909091,0,0,0.181818182,0.090909091,0,0,0
猴硐車站,0,0.042553191,0,0,0.021276596,0,0.021276596,0.063829787,0,0.191489362,0.021276596,0,0.106382979,0,0,0,0.063829787,0,0,0.021276596,0,0.170212766,0.063829787,0.021276596,0.106382979,0.085106383,0,0,0
陰陽海,0.069164265,0.07204611,0.014409222,0.002881844,0.002881844,0,0.04610951,0.037463977,0.04610951,0.043227666,0.025936599,0,0.123919308,0.017291066,0.005763689,0.025936599,0.057636888,0.011527378,0.014409222,0.005763689,0.011527378,0.069164265,0.04610951,0.043227666,0.109510086,0.051873199,0.005763689,0.023054755,0.017291066
淡水老街,0.050304878,0.044207317,0.004573171,0.028963415,0.010670732,0.030487805,0.080792683,0.012195122,0.083841463,0.039634146,0.032012195,0.00152439,0.051829268,0.018292683,0.007621951,0.051829268,0.079268293,0.036585366,0.015243902,0.035060976,0.018292683,0.042682927,0.050304878,0.027439024,0.025914634,0.024390244,0.004573171,0.054878049,0.036585366
山佳車站,0.071428571,0,0.035714286,0,0,0,0,0.142857143,0,0.178571429,0,0,0.035714286,0,0,0.035714286,0,0.035714286,0,0,0,0.178571429,0.071428571,0.035714286,0.107142857,0.071428571,0,0,0
三峽染工坊暨三峽藍染中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
淡水金色水岸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新莊國民運動中心,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0
碧潭吊橋,0.056338028,0.028169014,0,0,0,0.014084507,0.056338028,0.014084507,0.014084507,0.084507042,0.028169014,0,0.084507042,0.028169014,0,0.042253521,0.042253521,0.042253521,0.014084507,0.014084507,0.014084507,0,0.084507042,0.028169014,0.112676056,0.070422535,0.014084507,0.042253521,0.070422535
淡蘭古道石碇段,0.058823529,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0.058823529,0,0.058823529,0,0.117647059,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.117647059,0.058823529,0,0,0
重新橋觀光市集,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龜吼漁夫市集,0.083333333,0,0,0,0,0,0.166666667,0,0.083333333,0,0,0,0,0.083333333,0,0.027777778,0.083333333,0.027777778,0.027777778,0,0,0.083333333,0,0.083333333,0.083333333,0.027777778,0,0,0.138888889
輔大花園觀光夜市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
十分瀑布公園,0.105263158,0.026315789,0.026315789,0.026315789,0.026315789,0,0.052631579,0.026315789,0.078947368,0.026315789,0.026315789,0,0.052631579,0.026315789,0,0.026315789,0.078947368,0.026315789,0.026315789,0.026315789,0.026315789,0.052631579,0.078947368,0.026315789,0.052631579,0.026315789,0,0.026315789,0.026315789
鼻頭角燈塔,0.096153846,0.009615385,0.048076923,0.009615385,0,0,0.057692308,0.019230769,0,0.057692308,0.009615385,0,0.134615385,0,0.009615385,0,0.019230769,0.009615385,0,0,0.009615385,0.076923077,0.028846154,0.067307692,0.173076923,0.105769231,0,0.038461538,0.019230769
紅毛城園區(新北市立淡水古蹟博物館),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新北市軍人忠靈祠(武器公園),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
淡水文化園區-殼牌倉庫,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
猴硐煤礦博物園區,0,0,0,0,0,0,0.0625,0.0625,0,0.1875,0,0,0.0625,0,0,0,0,0,0,0.125,0,0.25,0.125,0,0.125,0,0,0,0
深澳漁港,0.123893805,0.008849558,0.008849558,0,0,0,0.053097345,0.03539823,0.017699115,0.03539823,0.053097345,0.017699115,0.132743363,0.017699115,0,0.044247788,0.079646018,0.008849558,0.008849558,0,0.008849558,0.079646018,0.026548673,0.03539823,0.07079646,0.10619469,0,0.008849558,0.017699115
新北大都會公園(二重疏洪道河濱公園),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鶯歌老街,0.05,0.06875,0.00625,0.025,0.01875,0.01875,0.11875,0.03125,0.06875,0.03125,0.0375,0.01875,0.0375,0.01875,0,0.0625,0.0875,0.025,0.00625,0.025,0.025,0.05,0.04375,0.01875,0.0125,0.01875,0.0125,0.0375,0.025
石碇五路財神廟,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
重新市集(星光夜市),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滿月圓國家森林遊樂區,0.046153846,0.030769231,0.015384615,0.015384615,0.015384615,0,0.061538462,0.030769231,0.046153846,0.046153846,0.030769231,0.015384615,0.076923077,0.015384615,0,0.046153846,0.076923077,0.030769231,0.015384615,0.015384615,0.030769231,0.030769231,0.076923077,0.061538462,0.076923077,0.061538462,0,0.015384615,0.015384615
三峽老街,0.040650407,0.032520325,0.004065041,0.016260163,0.012195122,0.008130081,0.081300813,0.052845528,0.105691057,0.044715447,0.024390244,0.012195122,0.044715447,0.036585366,0.016260163,0.044715447,0.081300813,0.032520325,0.012195122,0.016260163,0.024390244,0.028455285,0.048780488,0.024390244,0.06097561,0.036585366,0.016260163,0.012195122,0.028455285
板橋國民運動中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龍洞四季灣,0.061363636,0.059090909,0,0.059090909,0.001136364,0.057954545,0.094318182,0.003409091,0.059090909,0.004545455,0.015909091,0,0.0625,0.004545455,0.002272727,0.059090909,0.075,0.057954545,0.004545455,0.059090909,0.003409091,0.060227273,0.063636364,0.022727273,0.0125,0.009090909,0.002272727,0.073863636,0.011363636
淡水漁人碼頭,0.08490566,0.066037736,0,0,0.009433962,0.018867925,0.113207547,0.056603774,0.047169811,0.037735849,0.075471698,0,0.075471698,0.009433962,0.009433962,0.037735849,0.056603774,0.018867925,0,0.009433962,0.009433962,0.028301887,0.018867925,0.047169811,0.066037736,0.056603774,0,0.009433962,0.037735849
龍洞灣海洋公園(龍洞灣),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
老梅石槽,0.0625,0,0,0,0,0,0.125,0.083333333,0.020833333,0.0625,0.020833333,0,0.083333333,0.020833333,0,0.041666667,0.0625,0.020833333,0,0,0,0,0.0625,0.083333333,0.104166667,0.104166667,0,0.020833333,0.020833333
勸濟堂,0.066666667,0.116666667,0,0,0,0,0.008333333,0.041666667,0.066666667,0.058333333,0.008333333,0,0.116666667,0.008333333,0,0.008333333,0.025,0,0.008333333,0.008333333,0,0.058333333,0.083333333,0.05,0.175,0.05,0,0.016666667,0.025
黃石公有零售市場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
土城國民運動中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
淡水渡船頭,0.041666667,0.083333333,0,0,0,0,0.125,0.083333333,0.166666667,0.125,0.125,0,0.041666667,0,0,0,0.083333333,0,0,0,0.041666667,0,0,0.041666667,0,0.041666667,0,0,0
江翠國中游泳池,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
淡水福佑宮,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
新店光明街,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
望古瀑布,0,0,0,0,0,0,0.181818182,0,0.090909091,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.272727273,0,0,0.181818182,0.090909091,0,0,0.090909091
迷你谷渡假民宿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中和國民運動中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白馬寺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新莊地藏庵(大眾廟),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蘆洲國民運動中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永續環境教育中心,0.095238095,0.095238095,0,0,0,0,0.142857143,0,0.047619048,0.047619048,0.047619048,0,0.047619048,0,0,0.047619048,0.095238095,0,0,0,0.047619048,0,0,0.095238095,0.047619048,0.095238095,0,0,0.047619048
烏來泰雅民族博物館,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
樹林海明寺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
樹林車站,0.05,0,0.05,0,0,0,0,0.05,0,0.1,0.05,0,0.05,0,0,0,0,0,0,0,0,0.25,0.15,0.05,0.15,0.05,0,0,0
板橋火車站旅遊服務中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
溪洲公有零售市場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白水世界民宿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
板橋慈惠宮,0,0.0625,0,0,0,0.0625,0.0625,0.1875,0.0625,0.125,0.0625,0,0,0,0,0,0.0625,0,0.125,0,0.0625,0.0625,0,0,0,0,0,0.0625,0
和美山登山步道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滬尾馬偕醫館,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堤畔溫泉民宿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日月民宿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山城美館展演藝廊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長青溫泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
烏來大飯店,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永安公有零售市場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昇平戲院,0.136363636,0.022727273,0,0,0,0,0.068181818,0.090909091,0.136363636,0.045454545,0.022727273,0,0.068181818,0,0,0.022727273,0.045454545,0,0,0,0,0.022727273,0.045454545,0.090909091,0.113636364,0.045454545,0,0.022727273,0
武聖廟,0,0,0,0,0,0,0,0.4,0.2,0.2,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
石碇姑娘廟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
凌雲禪寺,0.066666667,0,0,0,0,0,0.033333333,0.15,0,0.1,0.016666667,0,0.116666667,0,0.016666667,0.033333333,0.05,0.016666667,0,0,0.016666667,0.016666667,0.133333333,0,0.15,0.083333333,0,0,0
虎豹潭,0,0,0,0.009708738,0,0,0.048543689,0.213592233,0.009708738,0.058252427,0,0,0.087378641,0,0.019417476,0.009708738,0.019417476,0,0,0,0,0.058252427,0.145631068,0.019417476,0.165048544,0.126213592,0,0.009708738,0
尚登意民宿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
龍門溫泉民宿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永和樂華夜市,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.2,0,0.1,0,0,0,0,0.1,0,0.1,0,0.1,0.2
三金?子坪休閒旅館,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富福頂山寺(貝殼廟),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
烏來林業生活館,0.070175439,0.01754386,0,0,0,0,0,0.01754386,0.122807018,0.01754386,0,0,0.01754386,0.087719298,0,0.070175439,0.070175439,0.01754386,0.052631579,0,0.01754386,0.070175439,0.140350877,0.070175439,0.087719298,0.052631579,0,0,0
三重國民運動中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秀山大飯店,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
忠義廟,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0
萬金銘珠溫泉民宿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中和無極宮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
樹林國民運動中心,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
桶後溪,0.043478261,0,0,0,0,0,0,0.043478261,0.173913043,0,0,0,0.130434783,0.173913043,0,0,0.086956522,0,0,0,0,0.130434783,0.130434783,0,0.086956522,0,0,0,0
富貴角藝術園區(風藝術園區),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
馬崗漁港,0,0.111111111,0,0,0,0,0,0.333333333,0,0.111111111,0,0,0.111111111,0,0,0,0,0,0,0,0,0.111111111,0,0.111111111,0.111111111,0,0,0,0
三鶯藝術村,0.111111111,0.111111111,0,0,0,0,0.111111111,0,0.111111111,0,0.111111111,0,0.111111111,0,0,0,0,0,0,0,0,0,0.111111111,0.111111111,0,0.111111111,0,0,0
萬里仙境溫泉會館,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
接雲寺,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
龍門公園(龍門露營度假基地),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
情人溫泉民宿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金湧泉溫泉會館,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中興街(韓國街),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
磅坑口,0.142857143,0.071428571,0,0,0,0,0,0.071428571,0.071428571,0,0,0,0.071428571,0,0,0,0,0.071428571,0,0,0,0.142857143,0,0.071428571,0.142857143,0,0,0,0.142857143
多田榮吉故居,0.03125,0.03125,0,0,0.03125,0.03125,0.09375,0,0.09375,0.09375,0.09375,0,0.03125,0.03125,0,0.03125,0.125,0.03125,0.03125,0.03125,0.03125,0.03125,0,0,0.03125,0.03125,0.03125,0,0.03125
新山夢湖,0.050420168,0.008403361,0,0.008403361,0.008403361,0,0.075630252,0.033613445,0.050420168,0.016806723,0.016806723,0.008403361,0.067226891,0.042016807,0.033613445,0.025210084,0.058823529,0.016806723,0.008403361,0.008403361,0.016806723,0.042016807,0.100840336,0.067226891,0.109243697,0.050420168,0,0,0.075630252
胡達華釘畫工作室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
慈航紀念堂,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0
猴硐貓橋,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青雲殿,0,0.090909091,0,0,0,0,0,0.454545455,0,0.181818182,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0
瑞芳美食廣場,0.04,0.04,0,0,0,0,0.08,0.04,0.08,0.04,0,0,0.08,0.04,0,0.04,0.24,0.04,0.04,0,0,0.04,0,0.04,0.04,0.08,0,0,0
雙溪老街,0.071428571,0,0,0,0,0,0,0.214285714,0.214285714,0.285714286,0,0,0,0,0,0.071428571,0.071428571,0,0,0,0,0.071428571,0,0,0,0,0,0,0
新五泰國民運動中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新莊慈祐宮,0,0,0,0,0,0,0,0.444444444,0,0.333333333,0.111111111,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0
國際岩湯,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0.111111111,0.222222222,0,0.111111111,0.222222222,0,0,0.111111111,0,0,0,0,0,0,0.111111111,0,0
紫禁城博物館,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
樹林區原住民主題部落公園,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新莊第一公有零售市場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三芝遊客中心及名人文物館,0.033333333,0.033333333,0,0,0.033333333,0,0.1,0.033333333,0,0.066666667,0.066666667,0.033333333,0.066666667,0.033333333,0.033333333,0.033333333,0.1,0,0,0.033333333,0.066666667,0.033333333,0.033333333,0,0.033333333,0.066666667,0.033333333,0,0.033333333
福容大飯店 淡水漁人碼頭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陽明山天籟渡假酒店,0.063829787,0.042553191,0,0.021276596,0,0.021276596,0.085106383,0,0.042553191,0.021276596,0.021276596,0.021276596,0.042553191,0.021276596,0,0.063829787,0.085106383,0.021276596,0,0.042553191,0.042553191,0.063829787,0.085106383,0,0.042553191,0.021276596,0.021276596,0.042553191,0.063829787
報時山,0.037735849,0.08490566,0,0,0,0,0.037735849,0.047169811,0.056603774,0.037735849,0.009433962,0,0.103773585,0.009433962,0,0.018867925,0.056603774,0.009433962,0.018867925,0.009433962,0.009433962,0.047169811,0.094339623,0.047169811,0.150943396,0.047169811,0.009433962,0.028301887,0.028301887
幸福水漾公園,0.103448276,0.022988506,0,0.011494253,0.022988506,0,0.114942529,0.022988506,0.022988506,0.011494253,0.057471264,0.011494253,0.08045977,0.011494253,0,0.034482759,0.045977011,0,0,0.011494253,0.022988506,0.034482759,0.08045977,0.045977011,0.045977011,0.057471264,0.045977011,0.034482759,0.045977011
淡水紅樓,0.05,0.05,0,0.05,0,0.05,0.1,0,0.1,0,0.05,0,0.05,0,0,0.05,0.05,0.05,0,0.05,0,0.05,0.05,0.05,0,0,0,0.1,0.05
湯語?泉民宿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
